person_id,full_name,is_pep,is_sanctioned,risk_level,confidence_score,primary_source,political_party,constituency,county,position_title,institution_name,profile_url,source_url,entity_status
335,HON. SHURIE ABDI OMAR,True,False,LOW,95.0,National Assembly,JP,BALAMBALA,GARISSA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-shurie-abdi-omar-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=30,ACTIVE
336,"HON. SIGEI, FRANCIS KIPYEGON ARAP",True,False,LOW,95.0,National Assembly,UDA,SOTIK,BOMET,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-sigei-francis-kipyegon-arap,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=30,ACTIVE
337,"HON. SIRMA, MUSA CHERUTICH",True,False,LOW,95.0,National Assembly,UDA,ELDAMA RAVINE,BARINGO,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-sirma-musa-cherutich,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=30,ACTIVE
338,HON. SITATI DANIEL WANYAMA,True,False,LOW,95.0,National Assembly,UDA,WEBUYE WEST,BUNGOMA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-sitati-daniel-wanyama-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=30,ACTIVE
339,"HON. SITIENEI, JANET JEPKEMBOI",True,False,LOW,95.0,National Assembly,UDA,TURBO,UASIN GISHU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-sitienei-janet-jepkemboi-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=30,ACTIVE
340,HON. SIYOI LILLIAN CHEBET,True,False,LOW,95.0,National Assembly,UDA,TRANS NZOIA,TRANS NZOIA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-siyoi-lillian-chebet,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=30,ACTIVE
341,HON. SLOYA CLEMENT LOGOVA,True,False,LOW,95.0,National Assembly,UDA,SABATIA,VIHIGA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-sloya-clement-logova,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=30,ACTIVE
342,HON. SUDI OSCAR KIPCHUMBA,True,False,LOW,95.0,National Assembly,UDA,KAPSERET,UASIN GISHU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-sudi-oscar-kipchumba-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=31,ACTIVE
343,HON. SULEKA HULBALE HARUN,True,False,LOW,95.0,National Assembly,UDM,,,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-suleka-hulbale-harun,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=31,ACTIVE
344,"HON. SUNKUIYA,  GEORGE RISA",True,False,LOW,95.0,National Assembly,UDA,KAJIADO WEST,KAJIADO,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-sunkuyia-george-risa-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=31,ACTIVE
345,"HON. SUNKULI, JULIUS LEKAKENY",True,False,LOW,95.0,National Assembly,KANU,KILGORIS,NAROK,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-sunkuli-julius-lekakeny,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=31,ACTIVE
346,HON. TAITAMU JULIUS MÁNAIBA,True,False,LOW,95.0,National Assembly,UDA,IGEMBE NORTH,MERU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-taitumu-julius-manaiba,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=31,ACTIVE
347,"HON. TANDAZA KASSIM SAWA, CBS",True,False,LOW,95.0,National Assembly,ANC,MATUGA,KWALE,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-tandaza-kassim-sawa-cbs,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=31,ACTIVE
348,HON. THUKU ZACHARY KWENYA,True,False,LOW,95.0,National Assembly,JP,KINANGOP,NYANDARUA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-thuku-zachary-kwenya-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=31,ACTIVE
349,"HON. TONGOYO, GABRIEL KOSHAL",True,False,LOW,95.0,National Assembly,UDA,NAROK WEST,NAROK,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-tongoyo-gabriel-koshal-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=31,ACTIVE
350,HON. TONKEI REBECCA NOONAISHI,True,False,LOW,95.0,National Assembly,UDA,NAROK,NAROK,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-tonkei-rebecca-noonaishi,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=31,ACTIVE
351,"HON. TONUI JOSEPH KIPKOSGEI, CBS",True,False,LOW,95.0,National Assembly,UDA,KURESOI SOUTH,NAKURU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-tonui-joseph-kipkosgei-cbs,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=31,ACTIVE
352,HON. TOROITICH TIMOTHY KIPCHUMBA,True,False,LOW,95.0,National Assembly,IND,MARAKWET WEST,ELGEYO MARAKWET,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-toroitich-timothy-kipchumba,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=32,ACTIVE
353,HON. TUNGULE CHARO KENNETH KAZUNGU,True,False,LOW,95.0,National Assembly,PAA,GANZE,KILIFI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-tungule-charo-kenneth-kazungu,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=32,ACTIVE
354,"HON. WACHIRA,  RAHAB MUKAMI",True,False,LOW,95.0,National Assembly,UDA,NYERI,NYERI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-wachira-rahab-mukami-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=32,ACTIVE
355,HON. WAINAINA ANTHONY NJOROGE,True,False,LOW,95.0,National Assembly,UDA,KIENI,NYERI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-wainaina-anthony-njoroge,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=32,ACTIVE
356,"HON. WAINAINA, MICHAEL WAMBUGU",True,False,LOW,95.0,National Assembly,UDA,OTHAYA,NYERI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-wainaina-michael-wambugu,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=32,ACTIVE
357,HON. WAITHAKA JOHN MACHUA,True,False,LOW,95.0,National Assembly,UDA,KIAMBU,KIAMBU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-waithaka-john-machua,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=32,ACTIVE
358,"HON. WAMACUKURU JAMES GITHUA KAMAU, CBS",True,False,LOW,95.0,National Assembly,UDA,KABETE,KIAMBU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-wamacukuru-james-githua-kamau-cbs,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=32,ACTIVE
359,HON. WAMBILIANGA CATHERINE NANJALA,True,False,LOW,95.0,National Assembly,FORD - K,BUNGOMA,BUNGOMA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-wambilianga-catherine-nanjala-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=32,ACTIVE
360,HON. WAMBOKA WANAMI JACK NELSON,True,False,LOW,95.0,National Assembly,DAP-K,BUMULA,BUNGOMA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-wamboka-wanami-jack-nelson,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=32,ACTIVE
361,"HON. WAMUCHOMBA,  GATHONI",True,False,LOW,95.0,National Assembly,UDA,GITHUNGURI,KIAMBU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-wamuchomba-gathoni-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=32,ACTIVE
362,HON. WANGAYA CHRISTOPHER ASEKA,True,False,LOW,95.0,National Assembly,ODM,KHWISERO,KAKAMEGA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-wangaya-christopher-aseka-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=33,ACTIVE
363,"HON. WANGWE, EMMANUEL",True,False,LOW,95.0,National Assembly,ODM,NAVAKHOLO,KAKAMEGA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-wangwe-emmanuel-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=33,ACTIVE
364,"HON. WANJALA RAPHAEL BITTA SAUTI, CBS",True,False,LOW,95.0,National Assembly,ODM,BUDALANGI,BUSIA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-wanjala-raphael-bitta-sauti-cbs,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=33,ACTIVE
365,HON. WANJIKU JOHN NJUGUNA,True,False,LOW,95.0,National Assembly,UDA,KIAMBAA,KIAMBU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-wanjiku-john-njuguna-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=33,ACTIVE
366,"HON. WANJIRA, MARTHA WANGARI, CBS",True,False,LOW,95.0,National Assembly,UDA,GILGIL,NAKURU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-wanjira-martha-wangari-cbs,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=33,ACTIVE
367,HON. WANYONYI KEVIN FERDINAND,True,False,LOW,95.0,National Assembly,FORD - K,KWANZA,TRANS NZOIA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-wanyonyi-kevin-ferdinand,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=33,ACTIVE
368,HON. WANYONYI MARTIN PEPELA,True,False,LOW,95.0,National Assembly,FORD-K,WEBUYE EAST,BUNGOMA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-wanyonyi-martin-pepela,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=33,ACTIVE
369,HON. WAQO NAOMI JILLO,True,False,LOW,95.0,National Assembly,UDA,MARSABIT,MARSABIT,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-waqo-naomi-jillo,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=33,ACTIVE
370,"HON. WAWERU, JOHN KIARIE",True,False,LOW,95.0,National Assembly,UDA,DAGORETTI SOUTH,NAIROBI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-waweru-john-kiarie-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=33,ACTIVE
371,HON. WETANGULA TIMOTHY WANYONYI,True,False,LOW,95.0,National Assembly,ODM,WESTLANDS,NAIROBI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-wetangula-timothy-wanyonyi-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=33,ACTIVE
372,HON. YEGON BRIGHTON LEONARD,True,False,LOW,95.0,National Assembly,UDA,KONOIN,BOMET,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-yegon-brighton-leonard,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=34,ACTIVE
373,"HON. YEGON, RICHARD KIPKEMOI",True,False,LOW,95.0,National Assembly,UDA,BOMET EAST,BOMET,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-yegon-richard-kipkemoi,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=34,ACTIVE
374,"HON. YUSSUF, ADAN HAJI",True,False,LOW,95.0,National Assembly,UDM,MANDERA WEST,MANDERA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-yussuf-adan-haji-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=34,ACTIVE
375,HON.(CPA) KIMANI FRANCIS KURIA,True,False,LOW,95.0,National Assembly,UDA,MOLO,NAKURU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/honcpa-kimani-francis-kuria,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=34,ACTIVE
376,HON.(DR.) GIDEON KIMAIYO,True,False,LOW,95.0,National Assembly,UDA,KEIYO SOUTH,ELGEYO - MARAKWET,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hondr-gideon-kimaiyo,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=34,ACTIVE
377,HON.KARITHO KIILI DANIEL,True,False,LOW,95.0,National Assembly,JP,IGEMBE CENTRAL,MERU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/honkaritho-kiili-daniel,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=34,ACTIVE
378,HON.MBIUKI JAPHET MIRITI KAREKE,True,False,LOW,95.0,National Assembly,UDA,MAARA,THARAKA NITHI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/honmbiuki-japhet-miriti-kareke,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=34,ACTIVE
379,"RT. HON. (DR.) MOSES F.M. WETANG'ULA, EGH",True,False,LOW,95.0,National Assembly,,,,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/rt-hon-dr-moses-fm-wetangula-egh,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=34,ACTIVE
380,VACANT,True,False,LOW,95.0,National Assembly,,GARISSA TOWNSHIP,GARISSA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/vacant,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=34,ACTIVE
382,Sen. Sifuna Edwin Watenya,True,False,LOW,95.0,Senate,ODM,,Nairobi,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-sifuna-edwin-watenya,https://www.parliament.go.ke/the-senate/senators,ACTIVE
383,Sen. (Dr.) Khalwale Boni,True,False,LOW,95.0,Senate,UDA,,Kakamega,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-dr-khalwale-boni,https://www.parliament.go.ke/the-senate/senators,ACTIVE
384,"Sen. (Rtd) Justice Stewart Madzayo, CBS, MP",True,False,LOW,95.0,Senate,ODM,,Kilifi,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-rtd-justice-stewart-madzayo-cbs-mp,https://www.parliament.go.ke/the-senate/senators,ACTIVE
385,Sen. Abdalla Shakilla Mohamed,True,False,LOW,95.0,Senate,WDM,,Nominated,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-abdalla-shakila-mohamed,https://www.parliament.go.ke/the-senate/senators,ACTIVE
386,Sen. Beatrice Akinyi Ogolla,True,False,LOW,95.0,Senate,ODM,,Nominated,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-beatrice-akinyi-ogolla,https://www.parliament.go.ke/the-senate/senators,ACTIVE
387,Sen. Beth Kalunda Syengo,True,False,LOW,95.0,Senate,ODM,,Nominated,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-beth-kalunda-syengo,https://www.parliament.go.ke/the-senate/senators,ACTIVE
388,Sen. Betty Batuli Montet,True,False,LOW,95.0,Senate,ODM,,Nominated,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-betty-batuli-montet,https://www.parliament.go.ke/the-senate/senators,ACTIVE
389,"Sen. Boy Issa Juma, CBS",True,False,LOW,95.0,Senate,ODM,,Kwale,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-boy-issa-juma-cbs,https://www.parliament.go.ke/the-senate/senators,ACTIVE
390,Sen. Catherine Muyeka Mumma,True,False,LOW,95.0,Senate,ODM,,Nominated,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-catherine-muyeka-mumma,https://www.parliament.go.ke/the-senate/senators,ACTIVE
391,Sen. Cheburet Kiprono Chemitei V.,True,False,LOW,95.0,Senate,UDA,,Baringo,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-cheburet-kiprono-chemitei-v,https://www.parliament.go.ke/the-senate/senators,ACTIVE
392,Sen. Cherarkey Samson K,True,False,LOW,95.0,Senate,UDA,,Nandi,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-cherarkey-samson-k,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=1,ACTIVE
393,Sen. Cheruiyot Aaron Kipkirui,True,False,LOW,95.0,Senate,UDA,,Kericho,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-cheruiyot-aaron-kipkirui-0,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=1,ACTIVE
394,"Sen. Chesang Allan Kiprotich, CBS",True,False,LOW,95.0,Senate,UDA,,Trans Nzoia,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-chesang-allan-kiprotich-cbs,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=1,ACTIVE
395,Sen. Chimera Raphael Mwinzago,True,False,LOW,95.0,Senate,UDA,,Nominated,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-chimera-raphael-mwinzago,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=1,ACTIVE
396,"Sen. Chute Mohamed Said, CBS",True,False,LOW,95.0,Senate,UDA,,Marsabit,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-chute-mohamed-said-cbs,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=1,ACTIVE
397,Sen. Consolata Nabwire Wakwabubi,True,False,LOW,95.0,Senate,UDA,,Nominated,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-consolata-nabwire-wakwabubi,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=1,ACTIVE
398,Sen. Crystal Asige,True,False,LOW,95.0,Senate,ODM,,Nominated,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-crystal-asige,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=1,ACTIVE
399,"Sen. David Wakoli Wafula, CBS",True,False,LOW,95.0,Senate,(Ford K),,Bungoma County,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-david-wakoli-wafula-cbs,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=1,ACTIVE
400,Sen. Dullo Fatuma Adan,True,False,LOW,95.0,Senate,JP,,Isiolo,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-dullo-fatuma-adan,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=1,ACTIVE
401,Sen. Ekomwa James Lomenen,True,False,LOW,95.0,Senate,JP,,Turkana,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-ekomwa-james-lomenen,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=1,ACTIVE
402,Sen. Essy Okenyuri Nyaituga Anyieni,True,False,LOW,95.0,Senate,UDA,,Nominated,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-essy-okenyuri-nyaituga-anyieni,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=2,ACTIVE
403,Sen. Faki Mohamed Mwinyihaji,True,False,LOW,95.0,Senate,ODM,,Mombasa,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-faki-mohamed-mwinyihaji,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=2,ACTIVE
404,Sen. George Mungai Mbugua,True,False,LOW,95.0,Senate,UDA,,Nominated,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-george-mungai-mbugua,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=2,ACTIVE
405,Sen. Haji Abdul Mohammed,True,False,LOW,95.0,Senate,JP,,Garissa,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-haji-abdul-mohammed,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=2,ACTIVE
406,Sen. Hamida Ali Kibwana,True,False,LOW,95.0,Senate,ODM,,Nominated,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-hamida-ali-kibwana,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=2,ACTIVE
407,Sen. Hezena M. Lemaletian,True,False,LOW,95.0,Senate,ODM,,Nominated,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-hezena-m-lemaletian,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=2,ACTIVE
408,Sen. Joe Nyutu,True,False,LOW,95.0,Senate,UDA,,Muranga,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-joe-nyutu,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=2,ACTIVE
409,Sen. Joyce Chepkoech Korir,True,False,LOW,95.0,Senate,UDA,,Nominated,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-joyce-chepkoech-korir,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=2,ACTIVE
410,Sen. Kajwang' Moses Otieno,True,False,LOW,95.0,Senate,ODM,,Homa Bay,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-kajwang-moses-otieno-0,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=2,ACTIVE
411,Sen. Kamau Joseph Githuku,True,False,LOW,95.0,Senate,JP,,Lamu,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-kamau-joseph-githuku,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=2,ACTIVE
412,Sen. Karungo Paul Thangwa,True,False,LOW,95.0,Senate,UDA,,Kiambu,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-karungo-paul-thangwa,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=3,ACTIVE
413,Sen. Keroche Tabitha Karanja,True,False,LOW,95.0,Senate,UDA,,Nakuru,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-keroche-tabitha-karanja,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=3,ACTIVE
414,Sen. Kiplagat Jackson Mandago,True,False,LOW,95.0,Senate,UDA,,Uasin Gishu,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-kiplagat-jackson-mandago,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=3,ACTIVE
415,"Sen. Kisang William Kipkemoi, CBS",True,False,LOW,95.0,Senate,UDA,,Elgeyo Marakwet,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-kisang-william-kipkemoi-cbs,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=3,ACTIVE
416,Sen. Lelegwe Steve Ltumbesi,True,False,LOW,95.0,Senate,UDA,,Samburu,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-lelegwe-steve-ltumbesi,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=3,ACTIVE
417,Sen. Maanzo Daniel Kitonga,True,False,LOW,95.0,Senate,WDM,,Makueni,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-maanzo-daniel-kitonga,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=3,ACTIVE
418,Sen. Methu John Muhia,True,False,LOW,95.0,Senate,UDA,,Nyandarua,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-methu-john-muhia,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=3,ACTIVE
419,Sen. Miraj Abdillahi Abdulrahman,True,False,LOW,95.0,Senate,UDA,,Nominated,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-miraj-abdillahi-abdulrahman,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=3,ACTIVE
420,Sen. Mogeni Erick Okongo,True,False,LOW,95.0,Senate,ODM,,Nyamira,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-mogeni-erick-okongo,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=3,ACTIVE
421,Sen. Mohamed Abass Sheikh,True,False,LOW,95.0,Senate,UDM,,Wajir,Senator,Senate of Kenya,https://www.parliament.go.ke/the-senate/sen-mohamed-abass-sheikh,https://www.parliament.go.ke/the-senate/senators?title=&field_parliament_value=2022&page=3,ACTIVE
